,Rent,House ID,Square meters house,Number of Bedrooms,Location,Description,rent_per_sqrmeter
3598,1600,2110507316,135,3,Mets (Athens)," 9/12/2020 - STADIO, Single Floor Apartment, 135 sq.m, year built 1980, renovated in 2020, 3 rooms, 1st,  Vari ...                        ",11.85185185
3599,530,2110489666,65,1,Platia Gkizi (Athens)," 3/12/2020 - ATHENS, Apartment, 65 sq.m, year built 1975, renovated in 2018, 1 rooms, 5th,  Various Characteri ...                        ",8.153846154
3600,2950,2110218893,300,3,Mets (Athens)," 18/12/2020 - For Rent Detached house, Athens, Mets, 300 sq.m., 4 Levels, 3rd Floor, 3 Bedrooms, 3 Bathrooms, 1 ...                        ",9.833333333
3601,750,2110206121,118,3,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 4/11/2020 - At Square Victoria a renovated apαrtment 118 sq.m., furnished, on the 4th floor, renovated in 201 ...                        ",6.355932203
3602,400,2110128194,50,1,Gkyzi - Arios Pagos (Athens)," 17/11/2020 - Athens, Gyzi, Apartment For Rent, 50 sq.m., Floor: Mezzanine, 1 Bedrooms Heating: Central Natural ...                        ",8
3603,400,2110544932,60,1,Ilisia (Athens)," 14/12/2020 - Athens, Ilisia, Apartment For Rent, 60 sq.m., Property Status: Amazing,  Painted, Renovated, Rebu ...                        ",6.666666667
3604,1500,2110538177,80,2,Akropoli (Athens)," 11/12/2020 - AKROPOLI, Apartment, 80 sq.m, year built 1975, renovated in 2020, 2 rooms, Ground Floor,  Various ...                        ",18.75
3605,550,2110528384,60,1,Platia Kipselis (Athens)," 9/12/2020 - Fully furnished and equipped penthouse apartment 5th floor, 60 sq.m., with very bright and pleasa ...                        ",9.166666667
3606,800,2110467719,134,2,Pedion Areos (Athens)," 20/11/2020 - Athens, Pedion Areos, Apartment For Rent, 134 sq.m., Floor: 4th, 2 Bedrooms 1 Kitchen(s), 2 Bathr ...                        ",5.970149254
3607,2000,2110384762,122,3,Kolonaki (Kolonaki - Lykavittos)," 21/12/2020 - 6TH FLOOR PENTHOUSE 122SQ.M WITH 3 BEDROOMS,1 BATHROOM,WC, 20SQ.M WIDE  VERANDA ,STORAGE SPACE,NA ...                        ",16.39344262
3608,320,2110282562,42,1,Nea Kipseli (Athens)," 7/10/2020 - Nea Kipseli. Apartment of 42 sq.m., 4th floor, built in 1956, with living room, separate kitchen, ...                        ",7.619047619
3609,1700,2110207084,58,1,Kolonaki (Kolonaki - Lykavittos), 24/12/2020 -  ,29.31034483
3610,750,2110099397,70,2,Ampelokipoi (Athens)," 22/12/2020 - Property Code: 1-419 -  FOR RENT  2 Bedrooms, on the facade Apartment of total surface 70 sq.m, o ...                        ",10.71428571
3611,700,2110433268,55,1,Kolonaki (Kolonaki - Lykavittos)," 24/12/2020 - Athens, Kolonaki, Apartment For Rent, 55 sq.m., Property Status: Refurbished, Floor: Basement, 1  ...                        ",12.72727273
3612,380,2110372279,45,1,Plateia Amerikis (Athens)," 21/12/2020 - For Rent Apartment, Athens, 45 sq.m., 1 Bedrooms, 1 Bathrooms, 1 Κitchen/s,  1 parking, Building  ...                        ",8.444444444
3613,1200,2110321239,140,5,Ampelokipoi (Athens)," 14/10/2020 - A, Apartment 140 sq.m., 1 level, 4th floor, at residential area, year of construction 1970, 5 b/r ...                        ",8.571428571
3614,430,2110320485,74,2,Plateia Amerikis (Athens)," 20/10/2020 - ATHENS, Apartment, 74 sq.m, year built 1975, 2 rooms, 4th,  Various Characteristics: aluminium fr ...                        ",5.810810811
3615,1500,219232844,77,1,Kolonaki (Kolonaki - Lykavittos), 2/11/2020 - A very modern and furnished apartment with minimalistic style branded furniture. It is equipped i ...                        ,19.48051948
3616,410,219114558,75,1,Mouseio (Athens)," 22/12/2020 - A, N/A 75 sq.m., 1 level, ground floor, year of construction 1970, reconstructed in 2019, anakain ...                        ",5.466666667
3617,550,219030849,53,1,Pagkrati (Athens)," 9/6/2020 - For Rent Apartment, Athens, Pagrati, 53 sq.m., Ground floor Floor, 1 Bedrooms, 1 Bathrooms, 1 Κit ...                        ",10.37735849
3618,900,217858781,140,4,Akadimia (Athens)," 13/12/2020 - CENTRE, AKADIMIA - FURNISHED, PENTHOUSE 7th FLOOR APARTMENT WITH ARISTOCRATIC CHARACTER of 140 sq ...                        ",6.428571429
3619,1500,216102621,75,1,Kolonaki - Lykavittos (Athens - Center)," 11/6/2020 - A beautiful flat located in the posh area of Kolonaki, only a few meters from the main square of  ...                        ",20
3620,1700,2110540491,120,3,Sintagma (Athens)," 12/12/2020 - ATHENS, Apartment, 120 sq.m, year built 1975, renovated in 2020, 3 rooms, 5th,  Various Character ...                        ",14.16666667
3621,3000,2110339736,154,3,Kolonaki (Kolonaki - Lykavittos), 19/10/2020 - ATHENS - KOLONAKI - CENTRALLY LOCATED.  A very sunny 7th floor renovated 154 m² penthouse apartme ...                        ,19.48051948
3622,380,2110316410,50,1,Kato Ilisia (Athens), 14/10/2020 -  ,7.6
3623,1000,219807383,147,3,Pyrgos Athinon (Athens), 11/9/2020 -  ,6.802721088
3624,1100,219717221,110,2,Ilisia (Athens)," 15/12/2020 - A, Apartment 110 sq.m., 1 level, 3rd floor, at residential area, for commercial use, year of cons ...                        ",10
3625,3000,219360098,320,5,Metaxourgeio (Athens), 2/12/2020 -  ,9.375
3626,350,2110556563,57,1,Attiki (Athens), 17/12/2020 - Apartment for rent in Attiki of Athens - Center for 350€ (Listing No 241). Another property broug ...                        ,6.140350877
3627,490,2110376027,50,1,Platia Gkizi (Athens)," 27/10/2020 - A, Apartment 50 sq.m., furnished, 1 level, 4th floor, at residential area, year of construction 1 ...                        ",9.8
3628,550,2110331379,110,2,Ampelokipoi - Pentagon (Athens)," 9/12/2020 - Athens, Ampelokipoi, Apartment For Rent, 110 sq.m., Property Status: Very Good, Floor: 5th, 2 Bed ...                        ",5
3629,500,2110280534,45,1,Koukaki - Makrygianni (Athens - Center)," 23/12/2020 - Furnished (Fully),Bedrooms (1),Floor (Ground Floor),Construction Status (Excellent),Year Built (1 ...                        ",11.11111111
3630,440,2110156719,56,1,Pedion Areos (Athens)," 16/12/2020 - Bedrooms (1),Floor (Ground Floor),Renovation Year (2020),Kitchen,Bathrooms (1),Heating Type (Cent ...                        ",7.857142857
3631,1500,219656679,65,2,Pedion Areos (Athens), 22/10/2020 -  ,23.07692308
3632,750,219466243,75,2,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 6/10/2020 - Athens, Koukaki, Apartment For Rent, 75 sq.m., Floor: 1rst, 2 Bedrooms 1 Kitchen(s), 1 Bathroom(s ...                        ",10
3633,800,219259503,105,2,Exarcheia (Athens)," 12/10/2020 - For Rent Apartment, Athens, Exarcheia, 105 sq.m., 5th Floor, 2 Bedrooms, 1 Bathrooms, 1 Κitchen/s ...                        ",7.619047619
3634,450,2110556149,58,2,Kipseli (Athens)," 17/12/2020 - ATHENS, Apartment, 58 sq.m, year built 1968, renovated in 2020, 2 rooms, 5th,  Various Characteri ...                        ",7.75862069
3635,1200,2110529525,106,2,Likavittos (Kolonaki - Lykavittos)," 23/12/2020 - For Rent Apartment, Athens, Lycabitos, 106 sq.m., 1 Levels, 1rst Floor, 2 Bedrooms, (2 Master), 3 ...                        ",11.32075472
3636,600,2110486679,102,2,Agios Eleftherios (Athens)," 7/12/2020 - ATHENS, Apartment, 102 sq.m, year built 1980, 2 rooms, 1st,  Various Characteristics: aluminium f ...                        ",5.882352941
3637,950,2110429128,95,1,Kolonaki (Kolonaki - Lykavittos)," 24/12/2020 - Athens, Kolonaki, Apartment For Rent, 95 sq.m., Floor: 1rst, 1 Bedrooms Heating: Central, Buildin ...                        ",10
3638,750,2110040263,80,2,Ano Petralona (Athens), 26/10/2020 -  ,9.375
3639,350,219726306,50,1,Ano Kipseli - Evelpidon (Athens)," 26/10/2020 - Athens, Kypseli-Ano Kypseli - Evelpidon, Apartment For Rent, 50 sq.m., Property Status: Amazing,  ...                        ",7
3640,1100,219098602,128,3,Exarchia - Neapoli (Athens)," ATHENS, Penthouse, 128 sq.m, year built 1958, renovated in 2004, 3 rooms, 5th,  Various Character ...                        ",8.59375
3641,1000,218404730,65,1,Kolonaki (Kolonaki - Lykavittos)," A, N/A 65 sq.m., 2nd floor, year of construction 1985, anakainismeno, 1 b/r, living room, kitchen ...                        ",15.38461538
3642,850,2110467261,85,2,Erithros (Athens)," 20/11/2020 - Athens, Ampelokipoi-Erithros, Apartment For Rent, 85 sq.m., Property Status: Refurbished, Floor:  ...                        ",10
3643,700,2110307024,96,2,Exarcheia (Athens)," 13/12/2020 - Located on Didotou street just five minutes walking distance to ""Panepistimio"" metro station and  ...                        ",7.291666667
3644,2000,2110218771,120,2,Sintagma (Athens)," 22/12/2020 - For Rent Apartment, Athens, Syntagma, 120 sq.m., 1rst Floor, 4 Rooms, 2 Bedrooms, 3 Bathrooms, 1  ...                        ",16.66666667
3645,650,2110181780,120,2,Evelpidon (Athens), 19/12/2020 -  ,5.416666667
3646,500,2110140200,60,1,Pagkrati (Athens), 14/10/2020 -  ,8.333333333
3647,600,219772280,82,3,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 11/6/2020 - Athens, Koukaki, Apartment For Rent, 82 sq.m., In Plot {ΣΕ_ΟΙΚΟΠΕΔΟΠΟΙΏ_ΑΚΙΝΗΤΟΥ} sq.m., Floor: 2 ...                        ",7.317073171
3648,340,2110577586,28,1,Varnava (Athens), 23/12/2020 -  ,12.14285714
3649,520,2110544112,46,2,Psirri (Athens)," 14/12/2020 - ATHENS, Apartment, 46 sq.m, year built 1960, renovated in 2015, 2 rooms, 2nd,  Various Characteri ...                        ",11.30434783
3650,570,2110292316,125,2,Kipseli (Athens), 22/12/2020 - 125 sq.m. apartment for rent on the 3rd floor. Beehive 50 meters from Agios Georgios square. It h ...                        ,4.56
3651,950,2110115464,95,2,Koukaki - Pediki Chara (Koukaki - Makrygianni), 16/10/2020 -  ,10
3652,750,2110100727,83,2,Koukaki - Makrygianni (Athens - Center)," 22/12/2020 - Furnished (Electrical Appliances),Bedrooms (2),Floor (4th),Year Built (1979),Renovation Year (201 ...                        ",9.036144578
3653,300,2110054658,55,1,Plateia Koliatsou (Athens)," 24/12/2020 - Furnished (Partly),Bedrooms (1),Floor (Ground Floor),Construction Status (Renovated),Year Built ( ...                        ",5.454545455
3654,380,219446892,41,1,Metaxourgeio (Athens)," 11/11/2020 - METAXOURGIO - RENOVATED, BEAUTIFUL 6TH FLOOR STUDIO 41 sq.m. ON MARNI STREET - CENTRAL ROAD TO TH ...                        ",9.268292683
3655,550,2110528050,50,1,Stathmos Larisis (Kolonos - Kolokynthous)," 22/12/2020 - Furnished (Fully),Bedrooms (1),Floor (3rd),Construction Status (Very Good),Year Built (1975),Reno ...                        ",11
3656,390,2110506335,70,2,Gkrava (Athens)," 2/12/2020 - For Rent Apartment, Athens, Patisia-Grava, 70 sq.m., 1rst Floor, 2 Bedrooms, 1 Bathrooms,  Dours: ...                        ",5.571428571
3657,420,2110287902,36,1,Platia Gkizi (Athens)," 7/10/2020 - A, Apartment 36 sq.m., furnished, 1 level, 4th floor, at residential area, year of construction 1 ...                        ",11.66666667
3658,640,2110102867,150,4,Patisia (Athens)," 14/11/2020 - Athens, Patisia, Apartment For Rent, 150 sq.m., Property Status: Amazing,  Painted, Renovated, Re ...                        ",4.266666667
3659,750,219060275,65,2,Metaxourgeio (Athens)," 28/1/2020 - Athens, Metaxourgeio, Apartment For Rent, 65 sq.m., Property Status: Amazing, 2018, Floor: 5th, 2 ...                        ",11.53846154
3660,330,2110503773,57,2,Plateia Amerikis (Athens), 23/12/2020 -  ,5.789473684
3661,750,2110136565,111,2,Pagkrati Center (Athens)," 5/11/2020 - Property Code: Ε-6385 -  FOR RENT  2 Bedrooms,  Apartment of total surface 111 sq.m, on the 3 rd  ...                        ",6.756756757
3662,2200,2110514971,170,3,Kolonaki (Kolonaki - Lykavittos)," 4/12/2020 - 170sqm floor apartment fully renovated, classy, consisting of 2 large bedrooms and a spacious gue ...                        ",12.94117647
3663,500,2110495132,110,3,Kipseli (Athens)," 30/11/2020 - Athens, Kypseli, Apartment For Rent, 110 sq.m., Property Status: Good, Floor: 3rd, 1 Level(s), 3  ...                        ",4.545454545
3664,1000,2110436597,120,4,Exarchia - Neapoli (Athens)," 7/12/2020 - ATHENS, Single Floor Apartment, 120 sq.m, year built 1970, renovated in 2019, 4 rooms, 5th,  Vari ...                        ",8.333333333
3665,460,2110296795,90,2,Sepolia (Athens)," 23/11/2020 - ATHENS, Apartment, 90 sq.m, year built 1970, renovated in 2020, 2 rooms, 4th,  Various Characteri ...                        ",5.111111111
3666,1950,2110296499,120,2,Plaka (Athens)," 17/12/2020 - ATHENS, Maisonette, 120 sq.m, year built 1900, renovated in 2020, 2 rooms, 2nd,  Various Characte ...                        ",16.25
3667,350,2110090414,52,1,Patisia (Athens)," 4/12/2020 - Athens, Patisia, Apartment For Rent, 52 sq.m., Property Status: Very Good,  Painted, Renovated, R ...                        ",6.730769231
3668,750,219932472,52,1,Ampelokipoi (Athens)," 13/7/2020 - ATHENS, Apartment, 52 sq.m, year built 1975, renovated in 2020, 1 rooms, 3rd,  Various Characteri ...                        ",14.42307692
3669,650,219883524,75,2,Agios Ioannis (Athens)," 16/11/2020 - Property Code: 16808 -  FOR RENT renovated 2 Bedrooms,  Apartment of total surface 75 sq.m, on th ...                        ",8.666666667
3670,800,219638341,125,3,Erithros (Athens), 23/12/2020 -  ,6.4
3671,380,219570101,70,2,Omonoia (Athens)," 24/9/2020 - For Rent Apartment, Athens, Omonoia, 70 sq.m., 3rd Floor, 2 Bedrooms, 1 Bathrooms, 2 WC, 1 Κitche ...                        ",5.428571429
3672,900,219568353,65,1,Kolonaki (Kolonaki - Lykavittos)," 17/11/2020 - Elegantly furnished apartment of 65 sqm, 2nd floor, built in the 90s, renovated, in the center of ...                        ",13.84615385
3673,480,219437751,55,1,Kipseli (Athens)," 9/6/2020 - For Rent Apartment, Athens, Kypseli, 55 sq.m., 1rst Floor, 1 Bedrooms, 1 Bathrooms, 1 Κitchen/s,  ...                        ",8.727272727
3674,770,219248894,90,2,Mets (Athens)," 17/12/2020 - STADIO, Apartment, 90 sq.m, year built 1974, renovated in 2019, 2 rooms, 1st,  Various Characteri ...                        ",8.555555556
3675,550,219199315,70,2,Platia Gkizi (Athens),  ,7.857142857
3676,650,2110354791,127,3,Pagkrati (Athens)," 22/10/2020 - PANKRATI, Apartment, 127 sq.m, year built 1970, 3 rooms, 4th,  Various Characteristics: availavbl ...                        ",5.118110236
3677,500,2110331732,67,2,Kato Ilisia (Athens), 16/10/2020 -  ,7.462686567
3678,550,2110264869,45,1,Monastiraki (Athens)," 1/10/2020 - For Rent  Small Studio, Athens ,Monastiraki 45sq.m ,5th ,   1 level/s ,1 Bedroom/s ,1 bath/s , 19 ...                        ",12.22222222
3679,500,2110234717,70,2,Kato Petralona (Athens), 7/10/2020 -  ,7.142857143
3680,670,2110219292,67,2,Girokomeio (Athens), 26/10/2020 -  ,10
3681,1500,2110009596,115,3,Koukaki - Makrygianni (Athens - Center)," 23/12/2020 - Unique apartment, frontage, bright, 1st floor. Large living room, 3 bedrooms, semi-autonomous kit ...                        ",13.04347826
3682,7000,219685912,700,16,Omonoia (Athens)," 3/11/2020 - Building 700 sq.m.,  7 levels, for investment, at residential area, year of construction 1937, 16 ...                        ",10
3683,1100,219389413,210,1,Plateia Amerikis (Athens)," 15/12/2020 - A, N/A 210 sq.m., furnished, 1st floor, for investment, at residential area, for commercial use,  ...                        ",5.238095238
3684,750,2110542291,67,1,Kolonaki (Kolonaki - Lykavittos)," 24/12/2020 - Furnished (Fully),Bedrooms (1),Levels (1),Floor (5th),Construction Status (Fully Renovated),Year  ...                        ",11.19402985
3685,2150,2110440508,350,4,Kipseli (Athens), 15/11/2020 -  ,6.142857143
3686,450,2110277856,55,1,Center (Athens)," 15/10/2020 - Athens, Neos Kosmo-Center, Apartment For Rent, 55 sq.m., Property Status: Very Good,  Painted, Re ...                        ",8.181818182
3687,470,2110214440,42,1,Gkazi (Athens)," 26/10/2020 - ATHENS, Studio Apartment, 42 sq.m, year built 2011, 1 rooms, 1st,  Various Characteristics: alumi ...                        ",11.19047619
3688,350,2110128268,44,2,Plateia Amerikis (Athens), 3/11/2020 -  ,7.954545455
3689,800,2110025035,78,2,Pagkrati (Athens), 21/9/2020 -  ,10.25641026
3690,550,219900095,70,2,Patisia (Athens)," 1/9/2020 - Property Code: 26840 -  FOR RENT  2 Bedrooms,  Apartment of total surface 70 sq.m, on the 3 rd fl ...                        ",7.857142857
3691,600,219840769,139,3,Ag. Meletiou - Viktorias Sq. - Marni (Athens), 3/11/2020 - At Square Victorias a renovated apartment 139 sq.m. on the 3rd floor is for rent. It is consisted ...                        ,4.316546763
3692,3500,215369023,345,3,Kentro (Athens)," 7/1/2020 - For Rent Apartment, Athens, Megaro Mousikis, 345 sq.m., 4th Floor, 3 Bedrooms, (1 Master), 2 Bath ...                        ",10.14492754
3693,500,2110558236,95,2,Kipseli (Athens)," 17/12/2020 - Athens, Kypseli, Apartment For Rent, 95 sq.m., Property Status: Very Good, 2015, Floor: 3rd, 2 Be ...                        ",5.263157895
3694,370,2110500004,45,1,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 15/12/2020 - Athens, Koukaki, Apartment For Rent, 45 sq.m., Property Status: Very Good,  Painted, Renovated, R ...                        ",8.222222222
3695,400,2110397584,52,1,Ampelokipoi - Pentagon (Athens)," 2/11/2020 - Athens, Ampelokipoi, Apartment For Rent, 52 sq.m., Property Status: Freshly painted, Floor: 1rst, ...                        ",7.692307692
3696,950,2110351331,76,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - Furnished (Electrical Appliances),Bedrooms (2),Floor (1st),Construction Status (Excellent),Year B ...                        ",12.5
